Record.ID,Param.A,Param.B,Param.C,Param.D,Param.E,Param.F,Param.G,Param.H,Param.I,Param.J,Param.K,Param.L,Param.M,Param.N,Param.O,Param.P,Param.Q,Dep.Var
5287,1.703349097,2.609881952,5.320278971,0.37281903,19.11300332,8,0.979693463,0,0,0,0,106.234392,161,20,7.84,0,70,0
5288,1.930504155,1.404209857,0.290992007,0.342683947,16.29277387,8,0.395580819,0,0,0,1,76.82950205,109,17,3.16,0,54,0
5289,2.094221381,2.030032235,9.531566396,0.976009759,11.96784886,3,0.110203372,1,1,0,1,87.90952873,130,12,0.33,1,59,0
5290,2.199083714,0.761058946,0.757757086,0.19155048,18.93532548,4,0.71304403,1,0,1,1,115.3820767,161,20,2.85,0,83,0
5291,1.902232553,2.816521938,8.544701663,0.363784523,8.453987977,3,0.739197622,1,0,1,1,90.69782507,137,9,2.22,0,60,0
5292,2.418938248,3.114660318,1.152871814,0.221181472,10.06047614,3,0.560199351,1,0,1,1,124.2065714,151,11,1.68,0,102,0
5293,2.558304476,3.628445589,4.300887375,0.142252957,20.24372236,9,0.119821115,0,1,1,0,116.8152111,159,21,1.08,0,86,0
5294,1.523578357,2.206159661,4.748537561,0.873030172,4.451725046,3,0.104626734,1,0,1,1,102.3776678,133,5,0.31,0,79,0
5295,2.514245001,0.721627691,5.831485547,0.948814157,13.40937007,9,0.631551056,0,1,0,1,91.30147105,141,15,5.68,0,59,0
5296,2.058496508,2.384767969,0.457548102,0.483110807,18.31503191,2,0.699414638,1,1,0,0,99.67257371,138,19,1.4,0,72,0
5297,1.491691033,1.802380511,1.064206062,0.930106253,7.480884825,10,0.2355053,0,1,1,0,95.52890778,122,8,2.36,0,75,0
5298,2.903556932,0.53846802,6.408255857,0.65362977,15.89239518,6,0.330470726,1,1,1,1,103.0514001,157,17,1.98,0,68,0
5299,2.980806988,1.486586356,0.206882778,0.882144691,5.812576744,4,0.033776571,0,1,0,0,109.3846729,143,7,0.14,0,84,0
5300,1.623788877,3.719687478,5.781201309,0.377549997,16.82121999,6,0.148941992,0,0,1,0,120.6119476,166,18,0.89,0,88,0
5301,2.52363911,0.005481934,0.034605687,0.306351143,22.21429033,6,0.44099025,0,0,0,1,111.1783197,146,23,2.65,0,85,0
5302,1.628927459,4.623460695,2.789490159,0.017146192,15.43762232,2,0.485244062,1,0,0,1,109.9263546,158,16,0.97,0,76,0
5303,2.663332251,2.370846674,7.280028509,0.328986851,23.2603933,5,0.390619347,0,1,0,1,107.5756104,161,23,1.95,1,72,0
5304,1.923866834,2.836420759,0.005328115,0.419882016,17.48504226,2,0.512638969,0,1,0,1,123.8559905,171,19,1.03,0,90,0
5305,2.276717308,1.071271354,5.679621427,0.531569678,11.64340997,2,0.008745185,0,0,1,0,92.87923641,137,13,0.02,0,63,0
5306,1.98242661,3.605080225,8.586735239,0.912415723,11.61887794,8,0.311496683,0,0,1,0,96.25658334,146,13,2.49,0,63,0
5307,1.472618169,3.788457606,0.439848312,0.910146254,28.31058037,9,0.289089557,0,1,0,1,119.2240143,169,30,2.6,0,84,0
5308,2.083728903,3.855457214,1.331802948,0.34943284,23.55660692,7,0.574140047,0,0,1,1,125.9959089,168,25,4.02,0,94,0
5309,2.683941061,2.747370649,0.809240288,0.233367889,20.22053305,7,0.659390012,1,1,1,1,112.834979,162,21,4.62,0,79,0
5310,2.124573987,2.359697861,2.777983738,0.275069677,13.68693359,10,0.652816494,0,0,0,1,115.2728339,149,14,6.53,0,89,0
5311,2.54170618,1.186447657,0.970360732,0.474526665,21.07727989,9,0.172053661,1,1,0,0,115.537375,164,21,1.55,0,81,0
5312,2.378871661,2.775644017,8.032428646,0.833486352,7.897068694,9,0.733177928,0,0,0,0,129.7405875,164,8,6.6,0,103,0
5313,1.196515613,2.285451024,9.68203172,0.380967088,1.817082752,3,0.84327433,1,1,0,1,124.3200199,150,4,2.53,0,103,0
5314,1.905196411,1.350098909,6.665973717,0.284886456,8.845751024,1,0.562521937,1,0,1,1,75.44093174,115,10,0.56,0,49,0
5315,1.465990049,2.331714407,9.762289998,0.60463483,8.293714999,9,0.543459832,1,1,1,1,81.25447577,124,9,4.89,0,53,0
5316,2.436898597,4.655392706,3.748408798,0.725259495,17.98168813,5,0.591493028,1,1,0,0,59.00565328,112,19,2.96,0,31,0
5317,2.917426279,4.267385929,6.450932451,0.696927303,13.65038617,10,0.098700394,1,1,1,1,109.4840932,165,14,0.99,0,73,0
5318,1.812451272,4.671943774,6.38648265,0.333637619,9.129588947,2,0.976444626,1,1,1,0,124.0550918,167,11,1.95,0,92,0
5319,2.444468792,4.94494776,2.67056034,0.80907102,5.394311393,7,0.261902564,1,0,1,0,103.8652264,140,7,1.83,0,77,0
5320,1.423872533,1.976608299,5.48097842,0.897146433,9.473445006,5,0.939087512,0,0,1,1,109.2209095,153,11,4.7,0,78,0
5321,1.445261202,4.569904073,0.007020743,0.467198441,23.91443589,3,0.792048066,1,1,0,1,94.76096028,140,25,2.38,0,64,0
5322,1.680312443,3.63976654,4.678801206,0.723871584,12.81003602,5,0.518581657,1,0,1,0,118.6832958,154,14,2.59,0,91,0
5323,2.156325638,0.128389609,0.613200099,0.992802018,4.815915884,1,0.141942228,1,1,1,0,74.52680025,107,6,0.14,0,52,0
5324,2.147533239,1.20270931,0.008844245,0.249724678,11.02182515,2,0.040543324,1,0,0,1,120.9235037,149,12,0.08,0,98,0
5325,2.045089233,2.693964223,7.492307503,0.025118595,15.37937976,10,0.892514715,1,0,0,0,144.3305467,198,16,8.93,0,105,0
5326,2.782355512,4.125331992,1.549192965,0.105454626,12.85507382,9,0.312812156,1,1,1,0,118.1581485,167,15,2.82,0,84,0
5327,2.613045899,4.233993322,0.813633109,0.013440011,4.702098832,10,0.067857829,0,1,0,1,90.77091582,122,5,0.68,0,68,0
5328,1.891497103,2.5677353,6.519719131,0.995569117,9.776677784,5,0.119977474,0,1,0,1,81.1982484,117,10,0.6,0,56,0
5329,1.6990884,3.381277482,2.466524035,0.800914037,11.41332466,1,0.938309843,1,1,0,1,94.89150699,125,12,0.94,0,72,0
5330,2.858177353,2.823224451,9.609891019,0.427402741,8.03084727,4,0.777543286,1,0,1,0,95.14679528,127,8,3.11,0,71,0
5331,1.475039749,1.865187771,0.889067495,0.503115065,16.17508012,5,0.183344828,1,1,1,0,120.9246308,156,16,0.92,0,94,0
5332,2.771378116,3.595393726,0.002170781,0.480951671,21.61793493,3,0.862679595,1,0,0,0,115.3761223,152,22,2.59,0,88,0
5333,1.658852671,2.596532855,0.588063247,0.348210264,19.29939417,3,0.133261531,0,0,1,0,140.8155681,187,20,0.4,0,106,0
5334,1.422154732,2.110971589,8.235733626,0.143114555,2.815082302,6,0.156493173,1,0,1,0,108.7276552,143,3,0.94,0,83,0
5335,3.222172411,2.46915775,1.870218083,0.868875787,14.36650081,2,0.257860956,1,1,0,1,95.0767801,126,15,0.52,0,72,0
5336,1.775346562,2.946388703,0.962028416,0.463603749,11.42215394,2,0.515900319,0,0,1,0,120.6271376,157,13,1.03,0,93,0
5337,1.823639269,3.899123714,0.281858432,0.186149668,15.95565005,8,0.457004499,0,1,1,1,98.88055954,139,16,3.66,0,70,0
5338,2.238179642,2.551924596,4.282472125,0.092692228,17.51768546,10,0.53364447,0,1,1,0,70.3956966,114,19,5.34,0,43,0
5339,2.786160717,4.386376628,0.132160452,0.729870586,13.0375153,4,0.712559265,0,0,1,0,93.93035217,137,14,2.85,0,64,0
5340,1.671971574,1.13050808,3.169289508,0.077054055,3.344373489,1,0.809177919,0,1,1,1,107.5294707,130,4,0.81,0,89,0
5341,1.620779468,2.775572295,0.494403718,0.208112616,12.5128978,4,0.414882602,1,1,0,0,77.17176801,113,14,1.66,0,53,0
5342,2.592619454,3.424423816,0.007893702,0.280023896,15.78345248,6,0.784354571,1,1,0,0,118.1594508,167,16,4.71,0,84,0
5343,2.534348036,2.102234976,0.747122791,0.252565277,12.18295256,1,0.881216601,0,0,1,1,82.28837609,106,13,0.88,0,64,0
5344,2.510116497,3.54296904,4.35858226,0.458391289,4.565481284,6,0.565569982,0,1,0,1,113.9722172,154,7,3.39,0,84,0
5345,1.77886898,0.24292464,0.149799115,0.426024875,16.68280317,6,0.776083312,0,1,1,1,92.85214957,123,18,4.66,0,70,0
5346,2.314562809,3.77921018,6.039866926,0.926169692,18.99968475,10,0.156506482,0,1,0,0,115.448711,175,20,1.57,0,76,0
5347,1.347743761,3.49543823,0.071598879,0.100050084,18.9939052,1,0.990582298,0,0,1,0,100.2548569,144,20,0.99,0,70,0
5348,2.674120961,2.146333269,4.746991199,0.914750739,19.78486413,4,0.857423454,0,1,1,0,133.3072536,175,20,3.43,1,102,0
5349,2.468325684,3.611854303,6.779009891,0.366411188,8.638602607,6,0.264475691,0,0,1,1,95.14877078,134,10,1.59,0,68,0
5350,1.612757946,0.313828937,7.836620163,0.316982667,20.72669872,7,0.23609886,1,0,0,1,141.8548138,198,22,1.65,1,102,0
5351,2.640242509,4.99014173,0.00880831,0.234085442,13.34976459,1,0.278851935,1,1,0,0,95.92074364,137,14,0.28,0,67,0
5352,1.457337513,1.747696444,0.292808385,0.121067547,20.02884103,2,0.430595229,1,0,1,0,91.80991377,128,21,0.86,0,66,0
5353,1.127107773,2.369762938,3.285854056,0.690581662,15.8114128,1,0.925090662,0,0,1,1,79.51221571,122,17,0.93,0,52,0
5354,2.546392349,0.81053118,0.029857148,0.318581541,8.655332952,4,0.223340862,0,1,0,1,110.167208,145,10,0.89,0,84,0
5355,1.446973337,1.585159163,8.032408251,0.668977253,10.83974124,7,0.476977228,1,0,0,1,73.9836483,108,12,3.34,0,51,0
5356,1.491134558,4.918754865,4.718086768,0.44216444,17.34711519,3,0.884941757,0,0,0,1,113.9150924,156,19,2.65,0,83,0
5357,2.261874493,1.821278103,6.778470987,0.507975773,19.15957279,9,0.018717415,0,0,1,0,99.95584248,147,20,0.17,0,68,0
5358,2.887017675,2.83876759,0.223288419,0.734250629,11.73815207,6,0.880165075,1,0,1,1,118.8588844,156,14,5.28,0,91,0
5359,1.445761802,3.343510572,1.067877823,0.421614042,5.746366947,8,0.142375861,1,1,0,1,84.48121933,119,7,1.14,0,60,0
5360,1.692596318,3.029794442,1.102901361,0.496828077,19.68014716,2,0.861777577,0,1,0,1,95.47342675,141,21,1.72,0,65,0
5361,1.886552509,4.620149826,0.283158051,0.175027264,11.78137231,5,0.660636895,0,0,1,1,122.4079791,151,12,3.3,0,99,0
5362,1.823897217,4.348260546,2.009972749,0.966690585,15.1216056,1,0.769801596,1,1,0,0,105.0209968,135,16,0.77,0,82,0
5363,2.35851241,3.372710557,2.438383773,0.316253571,9.827573498,1,0.390558896,1,1,0,1,127.1453685,169,11,0.39,0,96,0
5364,2.167327643,4.256315834,8.380885815,0.875673294,11.36545549,9,0.282023829,0,1,1,1,140.3338225,191,13,2.54,1,103,0
5365,1.993247693,2.740274976,8.951671552,0.982963185,9.838839166,9,0.085977551,0,1,0,0,78.33512543,131,11,0.77,0,47,0
5366,1.122310783,4.606248823,0.265078673,0.081601784,13.92636542,5,0.851145955,0,1,0,1,126.4365964,161,15,4.26,0,99,0
5367,1.389761141,1.322562661,5.535333797,0.121963417,3.641459437,9,0.119826282,0,0,0,1,102.0612512,125,5,1.08,0,83,0
5368,2.154853144,2.467831555,7.577299215,0.646179144,21.26338575,7,0.362664233,1,1,1,1,119.6814935,182,21,2.54,1,79,0
5369,1.490830335,0.616580463,0.005377585,0.553155919,10.76824957,1,0.997230986,1,0,1,0,85.96504188,122,13,1,0,61,0
5370,1.685756879,4.405348626,4.377169229,0.599933353,23.39623276,7,0.506680116,1,0,1,1,88.85621174,141,24,3.55,0,56,0
5371,3.299597878,2.997272131,2.376001689,0.516768971,13.55168428,9,0.768857107,1,1,0,1,79.93336687,117,15,6.92,0,55,0
5372,1.452372094,4.48310612,0.236253168,0.337092818,11.74811723,5,0.874577631,0,1,0,0,101.7598389,128,13,4.37,0,81,0
5373,2.246808933,0.211457398,6.690447838,0.769227625,13.10858005,2,0.038754175,0,1,1,0,94.63220634,140,14,0.08,0,64,0
5374,3.156578625,1.050259799,5.595903067,0.810111425,24.62991206,6,0.362626382,1,0,0,1,121.5101808,175,26,2.18,1,84,0
5375,2.468974193,0.858543528,0.009527486,0.443708909,11.21931575,8,0.192521402,1,0,1,1,98.8572623,141,13,1.54,0,69,0
5376,1.553380903,0.044937583,3.208584518,0.208879229,7.140614933,2,0.69517995,0,0,0,0,81.45241086,100,9,1.39,0,66,0
5377,2.767894567,3.061450178,0.687503728,0.028715815,13.66378683,3,0.7525654,1,1,1,0,79.18288313,108,14,2.26,0,58,0
5378,1.751779191,4.174567926,3.498408423,0.021732796,12.57674574,1,0.874822656,0,0,1,0,110.0432497,143,13,0.87,0,85,0
5379,1.158913139,0.188189717,6.74042455,0.485337171,1.154871449,2,0.355774544,1,1,1,1,120.6113507,142,2,0.71,0,102,0
5380,2.256113837,1.65930061,1.821908999,0.583030257,12.50147162,5,0.15675016,1,1,0,0,91.10775419,121,13,0.78,0,69,0
5381,2.618348345,0.507588577,7.629405868,0.292779933,10.74070582,9,0.711577234,0,0,0,0,102.8865417,141,12,6.4,0,75,0
5382,0.89563513,3.650708447,0.018189842,0.947109085,4.937127956,2,0.644638852,0,0,0,0,120.970013,142,6,1.29,0,103,0
5383,2.582666779,1.496798906,4.800372028,0.257395434,5.782771334,8,0.983088152,0,1,0,1,87.46067802,117,6,7.86,0,65,0
5384,2.383463806,3.453100658,1.364537562,0.391370094,22.1788738,6,0.642186731,0,1,0,0,101.0396085,153,24,3.85,0,67,0
5385,2.000840944,1.393120613,9.242140469,0.812088715,12.60995545,1,0.0069897,1,0,1,0,94.41915521,125,13,0.01,1,71,0
5386,1.882979628,2.20246834,0.022662109,0.645511888,19.85321171,10,0.137617278,0,0,0,1,136.6590304,176,20,1.38,0,106,0
5387,3.015513561,4.638234754,6.035675692,0.22864684,16.07836349,1,0.380411369,1,0,1,1,127.2171641,175,17,0.38,0,92,0
5388,2.523170371,2.827114512,0.297225477,0.809259837,12.9114174,9,0.026215092,1,0,0,0,91.92485021,141,15,0.24,0,60,0
5389,1.918886828,1.339970042,2.541131711,0.443388157,17.21180358,2,0.120755138,0,0,1,1,108.2472719,152,18,0.24,0,77,0
5390,2.83534127,1.901977695,9.635651021,0.349381994,14.01005476,6,0.047284544,0,0,0,0,79.76201291,128,14,0.28,0,50,0
5391,1.503628784,3.345659147,0.06065123,0.304155694,11.7572799,2,0.865278184,1,0,1,1,106.4782095,145,12,1.73,0,78,0
5392,2.517318953,2.424361501,0.077801568,0.859958847,16.41115503,10,0.133765328,1,1,1,1,103.2418179,146,18,1.34,0,73,0
5393,2.382012996,0.98224101,0.293771142,0.054917752,13.91843879,1,0.063991035,0,1,0,0,108.3153009,133,14,0.06,0,88,0
5394,2.673037677,2.23406159,1.056010728,0.474483179,12.40207481,3,0.588745373,1,1,1,0,124.8678157,158,13,1.77,0,99,0
5395,1.654313652,3.751489464,6.469150583,0.026844826,3.644016278,8,0.033456189,1,0,0,1,102.0724308,141,4,0.27,0,74,0
5396,2.061005599,3.336389096,3.310662422,0.038453557,13.40352254,4,0.660068503,1,1,1,1,105.4415969,138,14,2.64,0,81,0
5397,1.405624413,3.948688355,0.51374686,0.57509503,13.80354633,1,0.670956319,0,1,0,0,104.0861298,128,14,0.67,0,85,0
5398,1.933998036,0.395624939,0.049212362,0.825468153,2.51786347,3,0.296412835,1,0,0,0,107.2921978,125,4,0.89,0,92,0
5399,2.620176246,1.853543023,6.830179824,0.886020453,2.041161569,2,0.866104785,1,0,1,1,97.87795731,137,2,1.73,0,70,0
5400,2.531725369,4.052521201,0.049543246,0.102410859,3.254870302,2,0.320891961,1,0,1,0,112.3454112,137,3,0.64,0,92,0
5401,0.835288016,2.25041327,0.599805069,0.893564048,6.69023224,1,0.623973252,0,1,1,1,95.41089107,115,8,0.62,0,79,0
5402,2.482171697,1.450079898,1.05631928,0.546768192,13.41842072,3,0.254256304,1,0,0,0,111.8847575,136,14,0.76,0,92,0
5403,2.134117459,2.230985285,5.99009908,0.029879691,21.12032479,1,0.98761176,1,1,1,1,116.9253072,164,23,0.99,0,83,0
5404,1.988568883,2.494402118,9.218851589,0.97943794,0.76179527,7,0.03094744,0,0,0,1,122.7143443,151,1,0.22,0,100,0
5405,2.380319011,2.717481988,0.436138683,0.227787647,9.514108581,8,0.357762553,1,0,1,1,113.2059522,144,11,2.86,0,89,0
5406,1.549082573,0.966315916,0.112815106,0.634538396,23.00531519,10,0.793431588,0,1,0,0,106.3245017,159,24,7.93,0,71,0
5407,0.95139659,1.312347553,0.010393234,0.715474088,13.16161125,7,0.004913201,1,0,1,0,103.9747338,146,14,0.03,0,74,0
5408,1.839635022,3.663462449,1.276440272,0.670177445,9.304809595,6,0.562190915,0,0,0,0,88.62223532,124,11,3.37,0,63,0
5409,1.655173258,3.073310118,2.373599567,0.151886953,8.811250339,5,0.918985599,0,0,1,0,104.8091897,129,9,4.59,0,85,0
5410,0.938634152,2.978476304,2.717209232,0.247080764,18.690844,8,0.01430209,0,0,0,0,141.4366912,188,21,0.11,0,106,0
5411,2.444375779,4.711413458,1.557040132,0.59238398,9.687170112,1,0.958673532,0,0,0,0,88.11892769,112,11,0.96,0,69,0
5412,2.570544943,3.302678868,5.089880461,0.446874907,16.54442243,6,0.721872209,1,1,1,0,148.2121412,205,18,4.33,0,107,0
5413,1.125668749,4.514930869,8.287493658,0.450927913,12.71927546,1,0.466639844,0,0,0,0,104.0513191,138,13,0.47,0,78,0
5414,2.070744843,1.241387741,1.416654619,0.668188133,8.660585352,7,0.555955494,0,0,1,0,114.0567509,143,9,3.89,0,91,0
5415,1.114210335,3.063331284,1.194595789,0.162695929,8.408385155,3,0.302894643,1,1,0,0,91.7443428,128,9,0.91,0,66,0
5416,2.50737845,3.734692514,4.258173701,0.535137161,22.21615023,2,0.653290076,1,0,1,1,69.17361578,112,24,1.31,0,43,0
5417,1.96954328,0.452123995,6.32895514,0.824462426,11.987032,3,0.683076743,1,1,1,1,106.6412423,142,13,2.05,0,80,0
5418,2.029727445,4.106096374,7.702132258,0.871951769,15.51945984,2,0.455625857,0,0,1,1,99.20275047,153,16,0.91,1,64,0
5419,1.409956295,4.226076272,0.031958695,0.026421132,10.6066208,1,0.171873281,1,1,0,1,79.83119142,111,12,0.17,0,57,0
5420,1.548368691,3.028605546,1.625547689,0.054299997,15.59353114,2,0.583888217,1,1,0,0,90.06919105,135,17,1.17,0,60,0
5421,2.08426597,0.071868706,5.07349268,0.617629866,19.85622667,3,0.349674218,0,0,0,0,102.4802309,149,21,1.05,0,70,0
5422,2.819235,1.061015315,3.820091034,0.389116491,18.34524257,6,0.401623173,0,0,1,1,74.39188869,110,20,2.41,0,50,0
5423,1.484760821,4.269358554,0.279060857,0.124377837,12.5908492,4,0.460947227,0,1,0,1,66.78086375,94,13,1.84,0,47,0
5424,2.037415204,2.697295453,0.271328061,0.744280748,23.21444605,8,0.509633096,0,0,0,0,145.466538,189,25,4.08,0,112,0
5425,2.751394655,0.568497414,7.729945731,0.825042187,6.358781763,3,0.849775713,0,0,1,1,73.25368002,97,7,2.55,0,55,0
5426,2.242492412,0.054123973,0.252782316,0.917627817,16.24197344,1,0.537343177,1,0,1,1,100.9067307,140,18,0.54,0,73,0
5427,2.452758444,1.351792282,3.240961593,0.670054123,11.89355946,5,0.109705109,1,0,1,1,104.1861508,145,14,0.55,0,75,0
5428,1.250612846,0.09676846,2.507229102,0.83400386,19.89359286,9,0.029791244,0,0,1,0,73.30863591,111,20,0.27,0,48,0
5429,3.078741954,4.060340142,3.399000726,0.726820381,22.82899824,1,0.636235497,1,0,0,0,103.6649702,146,24,0.64,0,74,0
5430,2.389626477,0.815559162,1.978265147,0.497435229,14.61213588,9,0.070688103,1,1,1,1,94.38396251,136,15,0.64,0,66,0
5431,1.748725441,3.13317884,7.781288446,0.437676738,13.98224155,7,0.099253803,0,0,1,1,122.6172928,169,15,0.69,0,89,0
5432,1.948553811,0.905591254,8.071546299,0.415268864,14.60633076,8,0.490403288,1,1,1,1,112.0695744,164,16,3.92,0,77,0
5433,3.162878927,3.917640041,6.646737503,0.355625556,16.24322303,10,0.903979229,0,0,1,1,68.48469766,114,17,9.04,0,41,0
5434,2.179608,2.51441789,0.040920029,0.234439759,1.678229696,10,0.069237347,0,1,0,1,129.2513584,167,2,0.69,0,100,0
5435,3.156256507,3.527381078,2.619206164,0.670834306,23.19237065,7,0.290179396,0,0,0,1,106.0665423,157,25,2.03,0,72,0
5436,1.644316859,4.010168326,0.74302527,0.732858255,18.91025914,8,0.38852358,1,1,1,1,98.88655655,143,20,3.11,0,68,0
5437,2.022736458,1.993410141,0.97269767,0.685451024,18.12219503,3,0.106333683,1,1,1,1,103.0781688,152,18,0.32,0,70,0
5438,1.511482705,2.047041983,5.83929837,0.239040563,20.19255233,5,0.234393891,0,0,1,0,89.72613001,128,21,1.17,0,63,0
5439,1.127338336,4.113133563,5.190951002,0.399909175,4.862162668,10,0.754134176,1,0,0,0,111.4287363,149,5,7.54,0,83,0
5440,1.976855995,3.225785314,1.681166796,0.768388473,15.54736018,3,0.684266938,0,1,1,1,107.1215645,154,17,2.05,0,75,0
5441,2.146575375,4.141607452,1.485232126,0.746956172,13.37132172,2,0.515934259,1,1,1,1,74.25475826,115,14,1.03,0,48,0
5442,1.074983228,2.391813347,7.857350332,0.447701687,11.05141068,3,0.84913747,0,1,0,0,126.3017295,168,13,2.55,0,95,0
5443,1.78679283,1.574897003,0.423782761,0.525622723,11.7084827,4,0.496936418,1,1,1,0,75.45130449,101,14,1.99,0,56,0
5444,2.719916816,0.679933686,5.515894546,0.110051008,25.146441,4,0.537793416,0,1,1,1,92.74748283,138,27,2.15,0,62,0
5445,0.866437041,2.287943416,0.145255524,0.772358772,10.87617063,10,0.143113977,1,0,0,1,112.8010018,157,12,1.43,0,81,0
5446,2.274940329,2.658429849,4.539772824,0.669800438,6.851767207,2,0.328148339,1,0,1,1,102.9602854,142,9,0.66,0,75,0
5447,2.258138525,3.72754941,3.840067051,0.023583439,17.02023433,5,0.728444055,0,1,1,0,74.81274663,123,17,3.64,0,46,0
5448,2.859236014,0.577781364,0.096575611,0.15460348,20.46396334,10,0.664392239,0,1,0,0,100.2560083,149,22,6.64,0,67,0
5449,1.736596615,3.726550519,1.581945022,0.907736903,18.74371364,8,0.888715717,1,1,0,1,74.72650749,114,20,7.11,0,49,0
5450,3.019017952,3.526002026,3.816421135,0.55687513,6.622337321,6,0.256111554,0,0,0,1,77.39495499,103,7,1.54,0,58,0
5451,2.038927781,1.829434792,7.147900752,0.716133062,14.1513131,7,0.764568893,1,0,1,1,109.8237173,155,16,5.35,1,78,0
5452,2.954055942,4.840575392,6.405410522,0.820040804,13.48319905,4,0.963948622,1,1,1,0,95.40144348,139,15,3.86,0,65,0
5453,1.062597144,2.298387748,3.188950978,0.764248255,11.42401826,2,0.556259519,0,1,1,0,114.116651,140,12,1.11,0,93,0
5454,1.870397164,2.466485251,3.852870818,0.039940266,11.85606122,1,0.744507955,1,0,0,0,85.86094766,123,12,0.74,0,60,0
5455,1.230792621,3.557871681,1.578150109,0.326105076,14.52250902,2,0.78708851,0,1,1,1,104.5037296,137,16,1.57,0,80,0
5456,2.518660974,1.499338347,3.555305835,0.050429749,25.72927385,10,0.379589508,0,1,1,0,98.42502162,158,26,3.8,0,61,0
5457,1.959533621,4.434024334,0.152650435,0.629554692,10.47418766,1,0.529203192,1,0,0,0,108.9820829,147,12,0.53,0,81,0
5458,1.515005788,3.356457973,1.203730856,0.203651158,9.134698063,4,0.097975647,1,0,0,1,104.3716705,145,10,0.39,0,75,0
5459,1.956068458,1.196229907,0.607189181,0.724005527,16.19272043,9,0.069554296,0,0,0,1,123.3856343,170,18,0.63,0,90,0
5460,2.116183131,0.70141338,0.144958655,0.06117503,15.43535579,3,0.093941054,1,1,0,0,125.2198668,150,16,0.28,0,105,0
5461,1.328695992,2.743076772,1.872685603,0.215044098,4.979680714,4,0.28327148,0,1,1,0,131.3749807,160,7,1.13,0,108,0
5462,1.245074331,1.473483945,9.061462827,0.677690858,13.53142769,10,0.062173832,0,1,1,1,113.0483104,160,15,0.62,1,80,1
5463,1.193480796,1.751249975,3.509976984,0.60341815,10.79339386,10,0.603604384,1,1,1,0,116.0101213,162,12,6.04,0,83,0
5464,1.220811597,2.899021766,5.409404558,0.862772595,13.66938765,9,0.37048295,0,0,0,1,84.89807577,135,15,3.33,0,53,0
5465,2.755667128,2.222317836,8.020451712,0.931884962,7.844968183,9,0.066541318,0,1,0,1,67.81312447,104,9,0.6,0,44,0
5466,1.211960082,0.704305401,0.701771384,0.491382959,12.67394772,4,0.319954157,1,0,0,1,100.8311567,137,14,1.28,0,74,0
5467,2.692484337,0.814192221,2.296326758,0.663054725,20.79207344,2,0.416452225,0,0,0,0,79.44005144,112,21,0.83,0,56,0
5468,2.118286758,4.224746087,2.027296252,0.52236561,25.07480617,5,0.38832751,1,0,0,1,94.48863489,146,26,1.94,0,61,0
5469,1.283064089,4.545839655,8.928400206,0.791395334,9.034884205,10,0.975380912,0,1,1,0,95.22432348,152,9,9.75,0,60,0
5470,2.263845928,4.851374517,7.882085403,0.119313215,19.48957805,10,0.756398411,0,1,1,0,95.22383861,145,20,7.56,0,63,0
5471,2.364706318,3.590341586,2.997051279,0.473330226,14.48466363,9,0.767651787,0,0,1,1,68.24872664,123,16,6.91,0,38,0
5472,1.774693229,3.407534142,4.635646263,0.88304115,12.39464971,10,0.953824465,0,1,1,1,101.601385,157,14,9.54,0,66,0
5473,1.914657283,2.04913124,5.653707686,0.287849927,6.711723035,8,0.341385078,1,0,1,0,93.52641148,138,7,2.73,0,63,0
5474,1.62255736,4.764206044,4.84311414,0.925633057,8.956732608,1,0.767862345,1,1,1,0,102.9449498,143,10,0.77,0,74,0
5475,1.993242776,3.265445349,0.128349997,0.049329488,16.71865824,1,0.162387555,1,1,0,0,92.62244292,118,17,0.16,0,73,0
5476,2.668028505,0.877865661,2.167628387,0.608771651,9.924795505,4,0.803194146,0,0,1,1,92.87214284,117,10,3.21,0,74,0
5477,2.076942887,1.737048158,1.528077741,0.549115551,22.41649099,2,0.418483791,1,1,0,0,101.23314,137,23,0.84,0,75,0
5478,1.227274993,0.885586504,9.203747947,0.558341962,8.079937552,2,0.483146886,0,0,0,0,113.8726698,142,10,0.97,0,91,0
5479,1.503976313,1.495657422,1.223797552,0.688701592,8.519362272,1,0.320970873,0,1,0,0,125.3591191,156,9,0.32,0,101,0
5480,2.180155127,3.39155111,2.358582435,0.106563948,6.408885599,3,0.132473701,1,1,1,1,90.79291943,114,7,0.4,0,72,0
5481,3.114346857,0.587350803,8.688986651,0.998883003,16.37954507,8,0.548273867,0,0,0,1,130.234934,174,17,4.39,0,97,0
5482,3.201305935,0.629879173,0.005962284,0.734853295,9.286549182,6,0.499047112,1,0,1,0,129.6722784,154,10,2.99,0,109,0
5483,3.208087636,3.302897185,0.029936902,0.614744962,19.38403344,2,0.674605525,1,1,1,0,103.2607238,144,20,1.35,0,74,0
5484,1.321521754,4.389283175,0.328863584,0.988934677,10.85985542,4,0.774591597,1,1,0,1,116.8950996,145,13,3.1,0,94,0
5485,1.738516639,0.208288831,0.082259836,0.69822163,8.013825788,9,0.812627085,0,1,0,0,119.9400289,144,9,7.31,0,100,0
5486,1.626898508,3.122528774,6.822177585,0.674498003,15.90808624,3,0.830928237,0,0,1,1,120.3550011,158,16,2.49,1,92,0
5487,2.45404988,3.606127842,3.924547611,0.092095618,10.33217451,7,0.531585058,0,0,0,0,90.78765192,123,12,3.72,0,67,0
